order_num :1437835631;Summ :150;Date :2015-7-25 23:47:18
order_num :1439675001;Summ :27.900000;Date :2015-8-15 18:18:2
order_num :1439676886;Summ :27.900000;Date :2015-8-15 18:45:42
order_num :1439676886;Summ :27.900000;Date :2015-8-15 18:46:42
order_num :1439676886;Summ :27.900000;Date :2015-8-15 18:47:43
order_num :1439676886;Summ :27.900000;Date :2015-8-15 18:48:43
order_num :1439657371;Summ :30.000000;Date :2015-8-15 22:14:19
order_num :1439657371;Summ :30.000000;Date :2015-8-15 22:15:19
order_num :1439657371;Summ :30.000000;Date :2015-8-15 22:16:19
order_num :1439657371;Summ :30.000000;Date :2015-8-15 22:17:20
order_num :1439945042;Summ :223.100000;Date :2015-8-16 20:56:27
order_num :1439945042;Summ :223.100000;Date :2015-8-16 20:57:27
order_num :1439945042;Summ :223.100000;Date :2015-8-16 20:58:27
order_num :1439945042;Summ :223.100000;Date :2015-8-16 20:59:27
order_num :1439997824;Summ :100.000000;Date :2015-8-16 21:32:24
order_num :1439997824;Summ :100.000000;Date :2015-8-16 21:33:24
order_num :1439997824;Summ :100.000000;Date :2015-8-16 21:34:24
order_num :1439997824;Summ :100.000000;Date :2015-8-16 21:35:24
order_num :1439966227;Summ :29.100000;Date :2015-8-16 22:26:9
order_num :1439966227;Summ :29.100000;Date :2015-8-16 22:27:9
order_num :1439966227;Summ :29.100000;Date :2015-8-16 22:28:10
order_num :1439966227;Summ :29.100000;Date :2015-8-16 22:29:10
order_num :1439738297;Summ :50.000000;Date :2015-8-16 23:10:58
order_num :1439738297;Summ :50.000000;Date :2015-8-16 23:11:59
order_num :1439738297;Summ :50.000000;Date :2015-8-16 23:12:59
order_num :1439738297;Summ :50.000000;Date :2015-8-16 23:13:59
order_num :1440026005;Summ :300.000000;Date :2015-8-17 18:48:42
order_num :1440026005;Summ :300.000000;Date :2015-8-17 18:49:43
order_num :1440026005;Summ :300.000000;Date :2015-8-17 18:50:43
order_num :1440026005;Summ :300.000000;Date :2015-8-17 18:51:43
order_num :1440029905;Summ :194.000000;Date :2015-8-17 19:53:16
order_num :1440029905;Summ :194.000000;Date :2015-8-17 19:54:17
order_num :1440029905;Summ :194.000000;Date :2015-8-17 19:55:17
order_num :1440029905;Summ :194.000000;Date :2015-8-17 19:56:17
order_num :1439884318;Summ :186.000000;Date :2015-8-17 20:15:1
order_num :1439884318;Summ :186.000000;Date :2015-8-17 20:16:1
order_num :1439884318;Summ :186.000000;Date :2015-8-17 20:17:1
order_num :1439884318;Summ :186.000000;Date :2015-8-17 20:18:1
order_num :1440046338;Summ :194.000000;Date :2015-8-18 0:27:15
order_num :1440046338;Summ :194.000000;Date :2015-8-18 0:28:15
order_num :1440046338;Summ :194.000000;Date :2015-8-18 0:29:15
order_num :1440046338;Summ :194.000000;Date :2015-8-18 0:30:16
order_num :1440028260;Summ :186.000000;Date :2015-8-18 1:24:18
order_num :1440028330;Summ :9.300000;Date :2015-8-18 1:25:12
order_num :1440028260;Summ :186.000000;Date :2015-8-18 1:25:19
order_num :1440028330;Summ :9.300000;Date :2015-8-18 1:26:13
order_num :1440028260;Summ :186.000000;Date :2015-8-18 1:26:19
order_num :1440028330;Summ :9.300000;Date :2015-8-18 1:27:13
order_num :1440028260;Summ :186.000000;Date :2015-8-18 1:27:19
order_num :1440028330;Summ :9.300000;Date :2015-8-18 1:28:13
order_num :1440043781;Summ :96.000000;Date :2015-8-20 0:51:12
order_num :1440043781;Summ :96.000000;Date :2015-8-20 0:52:12
order_num :1440043781;Summ :96.000000;Date :2015-8-20 0:53:12
order_num :1440043781;Summ :96.000000;Date :2015-8-20 0:54:13
order_num :1440302507;Summ :40.000000;Date :2015-8-20 14:59:49
order_num :1440302507;Summ :40.000000;Date :2015-8-20 15:0:49
order_num :1440302507;Summ :40.000000;Date :2015-8-20 15:1:49
order_num :1440302507;Summ :40.000000;Date :2015-8-20 15:2:50
order_num :1440146371;Summ :200.000000;Date :2015-8-21 5:28:12
order_num :1440146371;Summ :200.000000;Date :2015-8-21 5:29:12
order_num :1440146371;Summ :200.000000;Date :2015-8-21 5:30:12
order_num :1440146371;Summ :200.000000;Date :2015-8-21 5:31:13
order_num :1440147140;Summ :50.000000;Date :2015-8-21 5:37:48
order_num :1440147140;Summ :50.000000;Date :2015-8-21 5:38:48
order_num :1440147140;Summ :50.000000;Date :2015-8-21 5:39:48
order_num :1440147140;Summ :50.000000;Date :2015-8-21 5:40:48
order_num :1440324230;Summ :485.000000;Date :2015-8-21 5:42:5
order_num :1440324230;Summ :485.000000;Date :2015-8-21 5:43:5
order_num :1440324230;Summ :485.000000;Date :2015-8-21 5:44:5
order_num :1440324230;Summ :485.000000;Date :2015-8-21 5:45:5
order_num :1440311383;Summ :19.400000;Date :2015-8-21 16:19:54
order_num :1440311383;Summ :19.400000;Date :2015-8-21 16:20:54
order_num :1440311383;Summ :19.400000;Date :2015-8-21 16:21:55
order_num :1440311383;Summ :19.400000;Date :2015-8-21 16:22:55
order_num :1440189983;Summ :30.000000;Date :2015-8-21 17:0:6
order_num :1440189983;Summ :30.000000;Date :2015-8-21 17:1:6
order_num :1440189983;Summ :30.000000;Date :2015-8-21 17:2:6
order_num :1440189983;Summ :30.000000;Date :2015-8-21 17:3:7
order_num :1440383594;Summ :29.100000;Date :2015-8-21 17:9:3
order_num :1440383594;Summ :29.100000;Date :2015-8-21 17:10:3
order_num :1440383594;Summ :29.100000;Date :2015-8-21 17:11:4
order_num :1440383594;Summ :29.100000;Date :2015-8-21 17:12:4
order_num :1440434217;Summ :100.000000;Date :2015-8-21 22:43:9
order_num :1440434217;Summ :100.000000;Date :2015-8-21 22:44:9
order_num :1440434217;Summ :100.000000;Date :2015-8-21 22:45:9
order_num :1440434217;Summ :100.000000;Date :2015-8-21 22:46:9
order_num :1440245536;Summ :28.500000;Date :2015-8-22 2:58:24
order_num :1440245536;Summ :28.500000;Date :2015-8-22 2:59:24
order_num :1440245536;Summ :28.500000;Date :2015-8-22 3:0:24
order_num :1440245536;Summ :28.500000;Date :2015-8-22 3:1:24
order_num :1440254624;Summ :27.900000;Date :2015-8-22 3:6:52
order_num :1440254624;Summ :27.900000;Date :2015-8-22 3:7:52
order_num :1440254624;Summ :27.900000;Date :2015-8-22 3:8:52
order_num :1440254624;Summ :27.900000;Date :2015-8-22 3:9:52
order_num :1440414260;Summ :242.500000;Date :2015-8-22 17:17:59
order_num :1440414260;Summ :242.500000;Date :2015-8-22 17:18:59
order_num :1440414260;Summ :242.500000;Date :2015-8-22 17:20:0
order_num :1440414260;Summ :242.500000;Date :2015-8-22 17:21:0
order_num :1440507765;Summ :7.000000;Date :2015-8-22 18:30:24
order_num :1440507765;Summ :7.000000;Date :2015-8-22 18:31:24
order_num :1440507765;Summ :7.000000;Date :2015-8-22 18:32:24
order_num :1440507765;Summ :7.000000;Date :2015-8-22 18:33:24
order_num :1440459400;Summ :279.000000;Date :2015-8-23 1:9:57
order_num :1440459400;Summ :279.000000;Date :2015-8-23 1:10:57
order_num :1440459400;Summ :279.000000;Date :2015-8-23 1:11:57
order_num :1440459400;Summ :279.000000;Date :2015-8-23 1:12:57
order_num :1440268718;Summ :300.000000;Date :2015-8-23 1:17:36
order_num :1440268718;Summ :300.000000;Date :2015-8-23 1:18:36
order_num :1440268718;Summ :300.000000;Date :2015-8-23 1:19:36
order_num :1440268718;Summ :300.000000;Date :2015-8-23 1:20:36
order_num :1440443473;Summ :203.700000;Date :2015-8-24 18:6:35
order_num :1440443473;Summ :203.700000;Date :2015-8-24 18:7:36
order_num :1440443473;Summ :203.700000;Date :2015-8-24 18:8:36
order_num :1440443473;Summ :203.700000;Date :2015-8-24 18:9:36
order_num :1440474329;Summ :184.300000;Date :2015-8-25 2:41:56
order_num :1440474329;Summ :184.300000;Date :2015-8-25 2:42:56
order_num :1440474329;Summ :184.300000;Date :2015-8-25 2:43:57
order_num :1440474329;Summ :184.300000;Date :2015-8-25 2:44:57
order_num :1440646554;Summ :28.500000;Date :2015-8-25 15:50:52
order_num :1440646554;Summ :28.500000;Date :2015-8-25 15:51:52
order_num :1440646554;Summ :28.500000;Date :2015-8-25 15:52:52
order_num :1440646554;Summ :28.500000;Date :2015-8-25 15:53:53
order_num :1440754885;Summ :30.000000;Date :2015-8-25 15:56:43
order_num :1440754885;Summ :30.000000;Date :2015-8-25 15:57:43
order_num :1440754885;Summ :30.000000;Date :2015-8-25 15:58:44
order_num :1440754885;Summ :30.000000;Date :2015-8-25 15:59:44
order_num :1440829746;Summ :77.600000;Date :2015-8-27 16:19:28
order_num :1440829746;Summ :77.600000;Date :2015-8-27 16:20:28
order_num :1440829746;Summ :77.600000;Date :2015-8-27 16:21:28
order_num :1440829746;Summ :77.600000;Date :2015-8-27 16:22:28
order_num :1440914892;Summ :47.500000;Date :2015-8-27 18:3:55
order_num :1440914892;Summ :47.500000;Date :2015-8-27 18:4:56
order_num :1440914892;Summ :47.500000;Date :2015-8-27 18:5:56
order_num :1440914892;Summ :47.500000;Date :2015-8-27 18:6:56
order_num :1441154132;Summ :95.000000;Date :2015-8-30 20:40:22
order_num :1441154132;Summ :95.000000;Date :2015-8-30 20:41:22
order_num :1441154132;Summ :95.000000;Date :2015-8-30 20:42:23
order_num :1441154132;Summ :95.000000;Date :2015-8-30 20:43:23
order_num :1441002343;Summ :10.000000;Date :2015-8-31 15:45:53
order_num :1441002343;Summ :10.000000;Date :2015-8-31 15:46:53
order_num :1441002343;Summ :10.000000;Date :2015-8-31 15:47:54
order_num :1441002343;Summ :10.000000;Date :2015-8-31 15:48:54
order_num :1441280649;Summ :15.000000;Date :2015-8-31 16:52:29
order_num :1441280649;Summ :15.000000;Date :2015-8-31 16:53:29
order_num :1441280649;Summ :15.000000;Date :2015-8-31 16:54:30
order_num :1441280649;Summ :15.000000;Date :2015-8-31 16:55:30
order_num :1441295618;Summ :90.000000;Date :2015-8-31 21:1:59
order_num :1441295618;Summ :90.000000;Date :2015-8-31 21:2:59
order_num :1441295618;Summ :90.000000;Date :2015-8-31 21:3:59
order_num :1441295618;Summ :90.000000;Date :2015-8-31 21:5:0
